word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
μισο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μισω,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
μνημη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μνημεια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μνημειο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μνημειωδης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μνημοσυνο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μνησικακος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μνησικακια,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
μνηστη,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
μνηστηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιρα,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
μοιρες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιαζει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιαζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιραζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιραιο,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μοιραιος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μοιρασια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοιχεια,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
μοιχος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
μολυσμενο,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
μολυσματικος,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
μολοχα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μολυβι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μολυνω,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μομφη,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
μοναδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναδα μετρησης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναρχης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονηρης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναδικος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
μοναδικοτητα,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
μοναξια,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μοναρχια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναστηρι,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναστικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοναχικος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
μονιμοτητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονογαμια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
μονογραφια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονομαχια,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
μονοπατι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοπωλιστης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοπωλιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοστιβαδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοτονια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονταρω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοντελο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοντερνο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονογραμμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοκερος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοκλινο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονολογος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονοχρωμος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μονωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοριακος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφινη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφισμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφολογια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφοποιημενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μορφωμενος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοστραρω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοσχαρι,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
μοσχαρισιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
μοσχοκαρυδο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοτερ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοτοσικλετα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοτοσυκλετα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
μουγκανιτο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουγκριζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουδιαζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουδιασμενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουλαρι,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
μουλιαζω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουνι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουντος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μουρλος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
μουρμουρισμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσαμας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσειο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσελινα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσικη κλιμακα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσικο κλειδι ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσικο τριο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσκετο,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
μουστακι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσταρδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσωνας,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μουτζουρα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουχλιασμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοχθηρια,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μοχθηρος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
μοχλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουδιασμα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μουμια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουσκευμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουφα,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μουχλα,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μπακα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλωμα ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπανιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαντα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπασκετ,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
μπασσο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπασταρδος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
μπατλερ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
μπατσος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
μπειζμπολ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπερδεμα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαγιατικος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μπαγκαλοου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπακαλης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπακκαρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλαντα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλετο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλκονι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλτας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαλονι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαμ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαμπουινος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μπαμπουλας,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μπανανα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαρ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαρμπεκιου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαρμπουτι ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαροκ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαστουνι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαταρια,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπαχαρικο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπεκατσα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπενζινα ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπερδεμενα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπερδεμενος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
μπερδευει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπερδευω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπηχτη,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπιλιαρδο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλακτζακ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλεξιμο,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μπλοκ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλοκαρισμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλουζα,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
μπλοφα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μποα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπορει,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μπορντουρα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπορω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουκαλι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουκετο,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
μπουκια,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μπουλουκος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουλονι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουντρουμι,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
μπουρινι,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
μπουφαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουφες,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μποϋκοταζ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουκλα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουμερανγκ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
μπουρδες,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουφος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
μπρατσο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπριζολα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπροκαρ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπρουμυτα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπρουντζος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μποιλερ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μποτα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μποτες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπυρα,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
μυαλα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυαλο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυγιαγγιχτος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυελωδης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυημενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυθικος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυθιστορημα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυθολογια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυθολογικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυριζω ασχημα,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μυριαδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυρμηγκι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυρμηγκιασμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυρωδια,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μυς,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυστηριο,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
μυστηριωδης,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
μυστικισμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυστικιστης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
μυστικο,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
μυστικος,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
μυστικοτητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
μυστριο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυτερος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυωπια,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μυωπικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυωδης,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μωβ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μωρολογια,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μωρολογω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μωρο,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
μωσαϊκο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοδας,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μολις,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
μολυνση,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
μονο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονωση,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
μοριο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοσχος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοχθος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μοχλευση,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυδρος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
μυθευμα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
μυθος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυκητας,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μυλος,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
μυξα,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μυτη,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
μωλωπας,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
νανος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ναρθηκας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναρκη,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
νεα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεα επενδυση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεκρωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεκταρ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεος,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
νησος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νικη,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
νικησε,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
να,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
να βλαψει,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
να εγκαταλειφθει,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
να ξερει,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
να σταματησει,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
να συνεχισει,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
να φερεις,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νανομετρου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νανουριζω,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
νανουρισμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναρκωτικα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ναρκωτικο,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναρκωτικος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναρκωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυαγιο,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ναυαρχιδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ναυαρχειο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυλωμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυτια,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ναυτικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυαρχος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ναυλωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυτης,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
νεανιδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεανικος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεαρος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεκρογεννητος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
νεκρολογια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
νεκρομαντης,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
νεκροταφειο,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
νεκροτομειο,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
νεκροφορα,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
νεογεννητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεογνικη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεογνο ζωου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεολαια,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
νεοπρενιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεοσυλλεκτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεοφερμενος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
νεοφωτιστος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεποτισμος,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
νεραιδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεροποντη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεροχυτης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νερο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νευραλγια,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
νευρικο γελιο,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
νευρικος,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
νευρικοτητα,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
νευρολογια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νευρωτικος,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
νευρωθηκε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεφελωμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νεφελωδης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
